DURATION	SERVICE	SOURCE_BYTES	DESTINATION_BYTES	COUNT	SAME_SRV_RATE	SERROR_RATE	SRV_SERROR_RATE	DST_HOST_COUNT	DST_HOST_SRV_COUNT	DST_HOST_SAME_SRC_PORT_RATE	DST_HOST_SERROR_RATE	DST_HOST_SRV_SERROR_RATE	FLAG	IDS_DETECTION	MALWARE_DETECTION	ASHULA_DETECTION	LABEL	SOURCE_IP_ADDRESS	SOURCE_PORT_NUMBER	DESTINATION_IP_ADDRESS	DESTINATION_PORT_NUMBER	START_TIME	PROTOCOL
0.861208	ssh	520	1564	5	1.00	0.00	0.00	53	53	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:2114:11dd:216e:3bbd:0d0f	60421	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	22	15:56:10	tcp
0.000000	other	0	0	0	0.00	0.00	0.67	0	0	0.00	0.00	0.00	S0	0	0	0	1	fd65:5993:3ac4:371e:29cf:6820:337d:01ed	44592	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	623	18:33:42	tcp
0.893272	ssh	520	1564	5	1.00	0.00	0.00	35	35	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:2114:11dd:216e:3bbd:0d0f	51800	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	22	13:11:37	tcp
0.000397	dns	47	63	17	1.00	0.00	0.00	31	99	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	45187	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	02:15:02	udp
3.542591	ssh	1423	2869	0	0.00	0.00	0.00	15	15	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:98ee:1de3:3c31:6e4f:0f3e	36541	fd65:5993:3ac4:b349:7df3:276a:613c:3117	22	14:47:00	tcp
0.875261	ssh	520	1564	5	1.00	0.00	0.00	35	35	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:2114:11dd:216e:3bbd:0d0f	58662	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	22	14:16:36	tcp
0.089586	other	0	0	0	0.00	0.00	0.67	30	33	0.00	0.00	0.00	RSTO	0	0	0	1	fd65:5993:3ac4:d3f1:2189:455a:0011:65dd	3337	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	22	08:52:35	tcp
0.649098	ssh	1123	1692	0	0.00	0.00	0.00	0	12	0.00	0.00	0.00	SF	6-128-1(1)	0	0	1	fd65:5993:3ac4:4349:192b:10db:1b41:02f2	56903	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	22	03:28:08	tcp
1.538651	ssh	1423	2869	1	1.00	0.00	0.00	18	18	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:5720:258f:5144:2197:1773	60619	fd65:5993:3ac4:b349:7df3:276a:613c:3117	22	14:36:23	tcp
0.001444	dns	38	54	14	1.00	0.00	0.00	19	19	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	50549	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	02:00:06	udp
0.000380	dns	44	102	2	1.00	0.00	0.00	15	27	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	47213	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	19:32:13	udp
2.985917	other	0	0	0	0.00	0.00	1.00	0	1	0.00	0.00	1.00	S0	0	0	0	-1	fd65:5993:3ac4:ea3e:455f:45d1:090a:78b2	2625	fd65:5993:3ac4:1f03:7d18:272b:6062:030c	445	20:57:43	tcp
2.999195	other	0	0	0	0.00	0.00	0.00	0	1	0.00	0.00	1.00	S0	0	0	0	-1	fd65:5993:3ac4:66e3:1d83:0875:009c:2cd7	48430	fd65:5993:3ac4:ad69:7d03:274d:601a:150b	23	22:06:31	tcp
0.000377	dns	51	105	61	1.00	0.00	0.00	60	100	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	58675	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	12:05:57	udp
0.013704	other	48	48	0	0.00	0.00	0.80	5	5	1.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	123	fd65:5993:3ac4:cb13:7edb:0593:0a67:05e2	123	22:45:58	udp
0.000460	dns	40	40	1	1.00	0.00	0.00	31	31	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	49819	fd65:5993:3ac4:5352:3f15:0549:0350:005c	53	08:41:06	udp
0.000552	dns	45	45	23	1.00	0.00	0.00	97	97	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	24439	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	08:48:54	udp
0.000427	dns	45	115	11	1.00	0.00	0.00	54	99	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	43582	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	16:16:27	udp
0.000608	dns	45	115	17	1.00	0.00	0.00	37	99	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	47473	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	12:53:38	udp
0.000386	dns	45	115	27	1.00	0.00	0.00	29	99	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	53653	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	12:18:59	udp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:7f41:13bd:09fa:0630:2947	50700	fd65:5993:3ac4:f239:7d84:27ff:60a4:3fc5	1433	01:21:28	tcp
0.000000	other	0	0	0	0.00	0.00	0.97	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:1c24:0093:5b2b:113c:3433	12200	fd65:5993:3ac4:cc98:7d54:27d3:6069:0361	1998	14:41:47	tcp
0.000540	dns	45	45	25	1.00	0.00	0.00	100	100	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	40236	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	08:59:06	udp
0.925158	ssh	520	1564	6	1.00	0.00	0.00	53	53	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:2114:11dd:216e:3bbd:0d0f	35945	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	22	15:46:50	tcp
0.000543	dns	45	88	4	1.00	0.00	0.00	98	98	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	59939	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	05:33:36	udp
0.000425	dns	51	67	61	1.00	0.00	0.03	70	98	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	35886	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	12:11:52	udp
0.001064	dns	45	115	12	1.00	0.00	0.00	50	97	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	47627	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	16:38:15	udp
93.213268	other	0	0	0	0.00	0.00	0.50	0	1	0.00	0.00	0.00	S1	0	0	0	1	fd65:5993:3ac4:e708:028e:43e1:4588:1581	6656	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	22	14:50:03	tcp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:d256:0be9:5fdd:1f97:7e37	39152	fd65:5993:3ac4:b1f9:7d0b:2741:6042:03f2	1158	08:03:58	tcp
0.000464	dns	45	103	3	1.00	0.00	0.00	93	97	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	42785	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	20:02:54	udp
0.000000	other	0	0	0	0.00	0.00	1.00	1	2	0.00	1.00	1.00	S0	0	0	0	-1	fd65:5993:3ac4:c4e9:4232:4b49:000d:07ae	54401	fd65:5993:3ac4:a0fe:7d8c:2738:6094:0873	445	07:34:31	tcp
2.997219	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:45bf:0974:7deb:2dbc:6607	59373	fd65:5993:3ac4:e59a:7da2:2709:601c:2d7e	23	23:46:45	tcp
2.860101	ssh	505	1564	0	0.00	0.00	0.00	93	92	0.00	0.00	0.00	RSTO	6-128-1(1)	0	0	1	fd65:5993:3ac4:9505:1961:1384:1522:33ae	47201	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	22	00:02:44	tcp
0.000769	dns	52	469	0	0.00	0.00	0.00	0	0	0.00	0.00	0.00	SF	19187-3-5(1)	0	0	1	fd65:5993:3ac4:1e12:2125:0577:09db:5330	50173	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	53	00:14:28	udp
0.000000	sip	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:3f53:0765:2d3f:4760:011b	5261	fd65:5993:3ac4:4780:7d0b:275e:6079:66b6	5060	03:22:41	udp
2.999075	other	0	0	0	0.00	0.00	0.99	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:52cb:0f0a:00b0:4c1d:608f	64628	fd65:5993:3ac4:e0e8:7d83:2730:609a:58db	23	14:25:46	tcp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:96fe:0fd1:0923:3c27:09a4	9299	fd65:5993:3ac4:f96a:7de5:2780:6041:3953	3389	10:23:49	tcp
0.000587	dns	44	99	7	1.00	0.00	0.00	12	97	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	32861	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	03:59:35	udp
0.000441	dns	51	67	68	1.00	0.00	0.00	64	99	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	35099	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	12:06:30	udp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	1917-1-11(1)	0	0	-1	fd65:5993:3ac4:8fc5:39a3:0284:1116:35a0	43755	fd65:5993:3ac4:32c1:7da2:2750:60d2:0c4c	1900	00:09:32	udp
0.628471	ssh	520	2537	3	1.00	0.00	0.00	14	14	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:978a:13d3:05a3:64b8:2f79	45251	fd65:5993:3ac4:b349:7df3:276a:613c:3117	22	09:16:43	tcp
0.000467	dns	45	88	1	1.00	0.00	0.00	97	97	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	47377	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	23:24:59	udp
1.364956	ssh	1423	2869	1	1.00	0.00	0.00	16	16	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:3d1a:25d6:3cdc:0fae:297e	35583	fd65:5993:3ac4:2773:7db0:273f:614b:33a7	22	13:48:54	tcp
0.000439	dns	66	108	1	1.00	0.00	0.80	96	96	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	46617	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	00:13:38	udp
0.384598	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	RSTR	0	Win.Worm.Kido-214(1)	0	-1	fd65:5993:3ac4:97cb:7ddb:27bc:61ba:0d29	3911	fd65:5993:3ac4:5111:15e7:29c3:0031:30a1	1576	20:35:28	tcp
0.000392	dns	47	63	0	0.00	0.00	0.00	95	95	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	48430	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	05:00:42	udp
0.000611	dns	45	88	6	1.00	0.00	0.00	87	87	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	37593	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	00:41:12	udp
0.000000	other	0	0	0	0.00	0.00	0.80	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:ea7f:4d24:0747:5d98:1b16	42996	fd65:5993:3ac4:0e11:7d82:272d:6003:2bca	3395	20:04:37	tcp
0.000489	dns	47	63	3	1.00	0.00	0.00	98	98	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	43181	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	03:03:38	udp
0.679529	dns	45	45	17	1.00	0.00	0.00	86	96	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	28289	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	22:44:12	udp
0.000402	dns	51	67	63	1.00	0.00	0.02	67	99	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	43423	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	12:05:35	udp
0.000407	dns	45	115	11	1.00	0.00	0.00	53	100	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	37240	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	15:43:27	udp
2.268584	ssh	520	1564	1	0.00	0.00	0.00	12	12	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:0775:075a:0187:2469:0312	59018	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	22	03:22:57	tcp
0.000385	dns	44	97	1	1.00	0.00	0.00	93	93	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	56800	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	15:47:17	udp
1.955792	ssh	1423	2869	1	1.00	0.00	0.00	10	10	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:d9d3:257d:3c58:0f35:47b0	55865	fd65:5993:3ac4:bfc7:7da2:274a:614f:3559	22	17:53:33	tcp
